Gender,Age Groups,Category,Product Name,Product Price,Image_url,colors,First Age,Last Age,sizes,description,HEEL HEIGHT,DESCRIPTION,FOOTWEAR STYLE,NICE TO KNOW
unisex,newborn,shoes,SOFT SLIPPERS,8.99,https://image.hm.com/assets/hm/bf/e2/bfe2557405424df0129c8ffb6ce75aab19f5d060.jpg?imwidth=1536,"['Light grey', 'Rust red']",0,15,"['00', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5']","Soft sole slippers in soft fabric with a hook and loop tab at the top and soft, fluffy linings.",No heel,"Light grey, Solid colour",,
unisex,newborn,shoes,SOFT SLIPPERS,8.99,https://image.hm.com/assets/hm/e6/b9/e6b9555805f39fe48536dd16e9ade87090734c34.jpg?imwidth=1536,"['Rust red', 'Light grey']",0,15,"['00', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5']","Soft sole slippers in soft fabric with a hook and loop tab at the top and soft, fluffy linings.",No heel,"Rust red, Block-coloured, Fox",,
unisex,newborn,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/f3/1b/f31b4010d0a6b5e043309ae60e2fb8722164e622.jpg?imwidth=1536,"['Black', 'Gold-coloured', 'Cream', 'White/Hearts', 'Silver-coloured']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Black/White, Block-coloured",Ballet pumps,
unisex,newborn,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/85/54/8554c74428ebd33c67437bd892468d341b6112c2.jpg?imwidth=1536,['Silver-coloured'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Silver-coloured, Solid colour",Ballet pumps,
unisex,newborn,shoes,COTTON-KNIT BOOTEES,7.99,https://image.hm.com/assets/hm/c0/4e/c04ee6fc343b025df42c75695d44029e99d51b55.jpg?imwidth=1536,"['Light beige', 'Light dusty pink']",0,15,"['00', '0']",Bootees in a soft cotton-knit with ribbed foldover shafts. Lined.,No heel,"Light beige, Solid colour",Bootees,
unisex,newborn,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/e1/5e/e15e2c2c448258da15cf93217009355829772628.jpg?imwidth=1536,"['White/Hearts', 'Gold-coloured', 'Cream', 'Black', 'Silver-coloured']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"White/Black, Patterned, Hearts",Ballet pumps,
unisex,newborn,shoes,COTTON-KNIT BOOTEES,7.99,https://image.hm.com/assets/hm/8e/1d/8e1d5312e3b5b049d48e25d75f9cf66f1712a5fe.jpg?imwidth=1536,"['Light dusty pink', 'Light beige']",0,15,"['00', '0']",Bootees in a soft cotton-knit with ribbed foldover shafts. Lined.,No heel,"Light dusty pink, Solid colour",Bootees,
unisex,newborn,shoes,SOFT APPLIQUÉD SLIPPERS,12.99,https://image.hm.com/assets/hm/e4/98/e49846170952073ab254aa2786cf819b5b24f53e.jpg?imwidth=1536,"['Light pink/Minnie Mouse', 'Black/Mickey Mouse']",0,15,"['00', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5 ']","Soft slippers in velour with appliqués at the front and narrow elastication around the opening. Velour linings and insoles, and soft soles.",No heel,"Light pink/Black/Light beige, Minnie Mouse, Minnie Mouse, Disney",,
unisex,newborn,shoes,SOFT APPLIQUÉD SLIPPERS,12.99,https://image.hm.com/assets/hm/63/10/63104eb461a912103afad18973e3e3ac14c6b227.jpg?imwidth=1536,"['Black/Mickey Mouse', 'Light pink/Minnie Mouse']",0,15,"['00', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5']","Soft slippers in velour with appliqués at the front and narrow elastication around the opening. Velour linings and insoles, and soft soles.",No heel,"Black/Light beige, Mickey Mouse, Mickey Mouse, Disney",,
unisex,newborn,shoes,LOAFERS,12.99,https://image.hm.com/assets/hm/b9/20/b9205c9dad8f6dc2c87d90029b10ca7454e8fe42.jpg?imwidth=1536,['Grey'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Classic loafers with a moccasin seam at the front and insoles in Cellfit™ technical foam for extra comfort. Fluted soles. Height of soles 0.4 cm.,No heel,"Grey, Solid colour",Loafers,
unisex,newborn,shoes,GLITTERY BALLET PUMPS,12.99,https://image.hm.com/assets/hm/1d/50/1d5086dfebccbce0f9a6cae1348a7e7c22628dfb.jpg?imwidth=1536,['Black'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Glittery ballet pumps with a grosgrain trim around the opening and a buckled strap over the foot. Satin linings and insoles. Fluted soles.,No heel,"Black, Solid colour",Ballet pumps,
unisex,newborn,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/ec/c3/ecc38cefce81cf92948e5fde15745402b10646ff.jpg?imwidth=1536,['Cream'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Cream, Solid colour",Ballet pumps,
unisex,newborn,shoes,SOFT SLIPPERS,8.99,https://image.hm.com/assets/hm/2c/72/2c72711f08b3c21d5ceff8e01d8a35072db67297.jpg?imwidth=1536,['Light beige/Animals'],0,15,"['00 ', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5']","Cosy slippers with covered elastication around the opening for a comfortable fit. Fleece linings and insoles, and soft soles with anti-slip protectors.",No heel,"Light beige/White/Black/Brown/Grey, Patterned, Animals",,Anti-slip protectors
unisex,newborn,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/75/9b/759bcc6e5653230337eb3847426ef8897894d556.jpg?imwidth=1536,"['Gold-coloured', 'Cream', 'White/Hearts', 'Black', 'Silver-coloured']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Gold-coloured, Solid colour",Ballet pumps,
girl,baby,shoes,BOW-DETAIL BALLET PUMPS,9.99,https://image.hm.com/assets/hm/b1/b5/b1b5d39e23540dae9be88b5a6680202d23514020.jpg?imwidth=1536,['Brown/Leopard print'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot and a bow-shaped appliqué. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Brown/Beige, Leopard-print",Ballet pumps,
girl,baby,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/f3/1b/f31b4010d0a6b5e043309ae60e2fb8722164e622.jpg?imwidth=1536,"['Black', 'Gold-coloured', 'Cream', 'White/Hearts', 'Silver-coloured']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Black/White, Block-coloured",Ballet pumps,
girl,baby,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/85/54/8554c74428ebd33c67437bd892468d341b6112c2.jpg?imwidth=1536,"['Silver-coloured', 'Gold-coloured', 'Cream', 'White/Hearts', 'Black']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Silver-coloured, Solid colour",Ballet pumps,
girl,baby,shoes,VELOUR BALLET PUMPS,9.99,https://image.hm.com/assets/hm/4c/b7/4cb7f3b891a5f9a8bcbd0dc343b1b1d43c6b5fa1.jpg?imwidth=1536,['Pink'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']","Ballet pumps in velour with round toes, a tab over the foot with a shiny, metal press-stud and a grosgrain loop at the back. Insoles in Cellfit™ technical foam for extra comfort. Lined. Height of soles 0.4 cm.",No heel,"Pink, Solid colour",Ballet pumps,
girl,baby,shoes,WATER-REPELLENT BOOTEES,7.99,https://image.hm.com/assets/hm/5d/6f/5d6fc7e33f45e38606a65a7d30e5b2c579d661ef.jpg?imwidth=1536,"['Pink', 'Black']",0,15,"['0.5-2', '3-4.5', '5.5-7', '7.5-9']","Bootees in windproof, water-repellent functional fabric with elastication around the ankles and top. Soft fleece linings and insoles and soft soles. The bootees have a water-repellent coating without fluorocarbons.",No heel,"Pink, Solid colour",Bootees,Folded seams
girl,baby,shoes,WELLINGTONS,19.99,https://image.hm.com/assets/hm/c2/e4/c2e49a9701b24cadc942db98cd62084c4dbb591d.jpg?imwidth=1536,['Beige/Leopard-print'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Wellingtons for waterproof outdoor play with linings in scuba featuring an extended shaft with loops front and back. Insoles in Cellfit™ technical foam for extra comfort. Chunky soles that are patterned underneath for a good grip. Height of soles 2.1 cm.,No heel,"Beige/Black, Leopard-print",Wellingtons,
girl,baby,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/e1/5e/e15e2c2c448258da15cf93217009355829772628.jpg?imwidth=1536,"['White/Hearts', 'Gold-coloured', 'Cream', 'Black', 'Silver-coloured']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"White/Black, Patterned, Hearts",Ballet pumps,
girl,baby,shoes,PATTERNED BALLET PUMPS,12.99,https://image.hm.com/assets/hm/41/d4/41d451ed7380aa2ec800354b2d3b8eded9af13b2.jpg?imwidth=1536,['Cream/Floral'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']","Ballet pumps with a floral print, a grosgrain trim around the opening and a buckled strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.8 cm.",No heel,"Cream/Light pink/Light green, Floral",Ballet pumps,
girl,baby,shoes,LEATHER BALLET PUMPS,42.99,https://image.hm.com/assets/hm/bb/41/bb416bb45a6a6f5dcd421f35fc8d63e446393b4d.jpg?imwidth=1536,['Black'],0,15,"['1', '2-3', '4-5', '5.5', '6.5', '7', '8']","H&M Adorables. Ballet pumps in leather with round toes and a foot strap with a press-stud. Linings and insoles in soft leather. Height of soles 0.4 cm. The H&M Adorables collection is a curated selection of high-comfort, quality pieces with a timeless appeal.",No heel,"Black, Solid colour",Ballet pumps,H&M Premium Selection
girl,baby,shoes,BALLET PUMPS,9.99,https://image.hm.com/assets/hm/4a/f1/4af117388822bcf21b1e5b6ef6dceaac1128c6e9.jpg?imwidth=1536,['White'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with a grosgrain trim around the top edge and an elastic strap over the foot. Linings in satin and insoles in Cellfit™ technical foam for extra comfort. Height of soles 0.4 cm.,No heel,"White, Solid colour",Ballet pumps,
girl,baby,shoes,BALLET PUMPS WITH APPLIQUÉS,12.99,https://image.hm.com/assets/hm/13/61/13614059df67a3631e2383042ae931f606f9483b.jpg?imwidth=1536,['Light pink'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with a grosgrain trim around the opening and an elastic strap over the foot featuring flower shaped appliqués. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Light pink, Solid colour",Ballet pumps,
girl,baby,shoes,BALLET PUMPS,9.99,https://image.hm.com/assets/hm/db/37/db37501ea36cf51eca00d968ebfc98236fcb34d7.jpg?imwidth=1536,['White'],0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with a grosgrain trim around the top edge and an elastic strap over the foot. Linings in satin and insoles in Cellfit™ technical foam for extra comfort. Height of soles 0.4 cm.,No heel,"White, Solid colour",Ballet pumps,
girl,baby,shoes,LOAFERS,12.99,https://image.hm.com/assets/hm/b9/20/b9205c9dad8f6dc2c87d90029b10ca7454e8fe42.jpg?imwidth=1536,['Grey'],0,15,"['2-3', '4-5 ', '5.5', '6.5', '7', '8']",Classic loafers with a moccasin seam at the front and insoles in Cellfit™ technical foam for extra comfort. Fluted soles. Height of soles 0.4 cm.,No heel,"Grey, Solid colour",Loafers,
girl,baby,shoes,APPLIQUÉD BALLET PUMPS,9.99,https://image.hm.com/assets/hm/fd/cc/fdcc69261ee97b56c2d4904572be1af391df27f1.jpg?imwidth=1536,"['Red', 'Black']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps that have an elastic strap with an appliqué over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Red, Solid colour",Ballet pumps,
girl,baby,shoes,BALLET PUMPS,7.99,https://image.hm.com/assets/hm/ec/c3/ecc38cefce81cf92948e5fde15745402b10646ff.jpg?imwidth=1536,"['Cream', 'Gold-coloured', 'White/Hearts', 'Black', 'Silver-coloured']",0,15,"['0', '1', '2-3', '4-5', '5.5', '6.5', '7', '8']",Ballet pumps with an elastic strap over the foot. Satin linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 0.4 cm.,No heel,"Cream, Solid colour",Ballet pumps,
girl,baby,shoes,FLOWER-DETAIL SANDALS,9.99,https://image.hm.com/assets/hm/52/6f/526f9a8b00b407a699c1fc92cdee85c1c14a675c.jpg?imwidth=1536,['Cream'],0,15,"['2-3', '4-5 ', '5.5', '6.5', '7', '8']",Sandals with decorative flower appliqués at the front. Loop at the back and a strap with a hook and loop fastening. Fluted soles. Height of soles 1 cm.,Low heel,"Cream, Solid colour",Sandals,
girl,baby,shoes,STRAP SANDALS,9.99,https://image.hm.com/assets/hm/31/ea/31eac68ef299b9063732b9ad0fb2221dd5d52449.jpg?imwidth=1536,['Cream'],0,15,"['2-3', '4-5 ', '5.5', '6.5', '7', '8']","Sandals with a wide foot strap, round, open toes and an ankle strap with a hook and loop fastening. Cotton canvas insoles and a braided jute trim around the soles. Height of soles 1.5 cm.",No heel,"Cream, Solid colour",Sandals,
boy,baby,shoes,CHELSEA BOOTS,17.99,https://image.hm.com/assets/hm/78/68/78680d42b62bc51800bfd3f916a9f3685d2b66bc.jpg?imwidth=1536,['Light brown'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']","Chelsea boots with an elastic gore on one side, a zip on the other and a grosgrain loop at the back. Soft velour linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 2.3 cm.",Low heel,"Light brown, Solid colour","Boots, Chelsea boots",
boy,baby,shoes,CHELSEA BOOTS,17.99,https://image.hm.com/assets/hm/d9/29/d9299b1710d396383574e92cfb22667600971c1f.jpg?imwidth=1536,"['Black', 'Light brown']",0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']","Chelsea boots with an elastic gore on one side, a zip on the other and a grosgrain loop at the back. Soft velour linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 2.3 cm.",Low heel,"Black, Solid colour","Boots, Chelsea boots",
boy,baby,shoes,BOOTS,14.99,https://image.hm.com/assets/hm/c9/5f/c95f51d2111f7b7254c8725364fb4eab6a57a610.jpg?imwidth=1536,"['Pink', 'Light brown']",0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Boots featuring a strap and loop on one side and a zip on the other. Canvas linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 1.4 cm.,Low heel,"Pink, Solid colour","Boots, Chelsea boots",
boy,baby,shoes,BOOTS,14.99,https://image.hm.com/assets/hm/e0/81/e0819ebcc4996641f3cb677c9c4374582c7656c7.jpg?imwidth=1536,['Light brown'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Boots featuring a strap and loop on one side and a zip on the other. Canvas linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 1.4 cm.,Low heel,"Light brown, Solid colour","Boots, Chelsea boots",
boy,baby,shoes,WARM-LINED HI-TOP TRAINERS,17.99,https://image.hm.com/assets/hm/f0/bd/f0bd39272711e04818db1f3d1f4b396aacbd2426.jpg?imwidth=1536,['Dark grey'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']","Warm-lined hi-top trainers. Elasticated lacing and a hook and loop tab at the front, and a loop at the back. Soft velboa linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 2.3 cm.",No heel,"Dark grey, Solid colour",Trainers,
boy,baby,shoes,WARM-LINED BOOTS,19.99,https://image.hm.com/assets/hm/04/80/048012b6706b52b619f2d9c372415eaa44a6f8be.jpg?imwidth=1536,['Brown'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']","Warm-lined, chunky-soled boots with a padded top edge and a loop at the back, lacing at the front, a zip on one side and a moccasin seam at the front. Soft velour linings and insoles in Cellfit™ technical foam for extra comfort. Height of soles 1.7 cm.",Low heel,"Brown/Beige, Solid colour",Lace-up boots,
boy,baby,shoes,CANVAS TRAINERS,9.99,https://image.hm.com/assets/hm/7b/c4/7bc46738c711de8c692e5835be683a8e0b08900b.jpg?imwidth=1536,['Cream'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Trainers in cotton canvas with concealed elastication over the foot and decorative eyelets. Canvas linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 1.5 cm.,No heel,"Cream, Solid colour","Slip-on, Trainers",
boy,baby,shoes,CANVAS TRAINERS,9.99,https://image.hm.com/assets/hm/a7/c4/a7c400f7a32de8b69e7e906f6dd5b99977bf7fa7.jpg?imwidth=1536,['Grey'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Trainers in cotton canvas with concealed elastication over the foot and decorative eyelets. Canvas linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 1.5 cm.,No heel,"Grey, Solid colour","Slip-on, Trainers",
boy,baby,shoes,CANVAS TRAINERS,9.99,https://image.hm.com/assets/hm/f0/db/f0dbcdad0f4827077a1422519c594e67c82bbb40.jpg?imwidth=1536,['Light coral pink'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Trainers in cotton canvas with concealed elastication over the foot and decorative eyelets. Canvas linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 1.5 cm.,No heel,"Light coral pink, Solid colour","Slip-on, Trainers",
boy,baby,shoes,WELLINGTONS,14.99,https://image.hm.com/assets/hm/7f/6e/7f6e7adbec2798fcb81d5085db0810f838e67f4b.jpg?imwidth=1536,"['Light beige/Dog', 'Cream/Floral', 'Black']",0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Wellingtons for waterproof outdoor play. Jersey linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles for a good grip. Height of soles 2.1 cm.,No heel,"Light beige/Beige, Dog",Wellingtons,
boy,baby,shoes,TRAINERS,14.99,https://image.hm.com/assets/hm/3b/b5/3bb51fb0efb6e6d0e7cba3b790bca0ea67443cb8.jpg?imwidth=1536,"['White', 'Cream/Metallic shimmer']",0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Low profile trainers in imitation suede with hook and loop tabs at the front and a padded edge with a small loop at the back. Mesh linings and insoles and patterned rubber soles. Height of soles 1.9 cm.,No heel,"White/Black/Beige, Block-coloured",Trainers,
boy,baby,shoes,SOFT SLIPPERS,7.99,https://image.hm.com/assets/hm/20/0c/200c6cc59d6a58e38d8133823b7ed6d5b1a842b7.jpg?imwidth=1536,['Brown'],0,15,"['00', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5']","Cosy slippers with covered elastication around the opening for a comfortable fit. Linings and insoles in fluffy fabric, and soft soles with anti-slip protectors.",,"Brown, Solid colour",,Anti-slip protectors
boy,baby,shoes,WELLINGTONS,14.99,https://image.hm.com/assets/hm/a6/7b/a67b49dccfa7e651a518293f9d06fb29229e6da9.jpg?imwidth=1536,['Cream/Floral'],0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Wellingtons for waterproof outdoor play. Jersey linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles for a good grip. Height of soles 2.1 cm.,No heel,"Cream/Pink/Purple/Orange, Floral",Wellingtons,
boy,baby,shoes,SOFT SLIPPERS,8.99,https://image.hm.com/assets/hm/bf/e2/bfe2557405424df0129c8ffb6ce75aab19f5d060.jpg?imwidth=1536,"['Light grey', 'Rust red']",0,15,"['00', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5']","Soft sole slippers in soft fabric with a hook and loop tab at the top and soft, fluffy linings.",No heel,"Light grey, Solid colour",,
boy,baby,shoes,BLOCK-COLOURED TRAINERS,15.99,https://image.hm.com/assets/hm/76/c6/76c6e8881eda5ffe945541d8d5677ddd21e15d8a.jpg?imwidth=1536,"['White/Red', 'White/Green']",0,15,"['2-3', '4-5', '5.5', '6.5', '7', '8']",Block-coloured trainers with hook and loop tabs at the front and a loop at the back. Piqué linings and insoles in Cellfit™ technical foam for extra comfort. Patterned soles. Height of soles 2.5 cm.,No heel,"White/Red/Light beige, Block-coloured",Trainers,
boy,baby,shoes,SOFT SLIPPERS,8.99,https://image.hm.com/assets/hm/e6/b9/e6b9555805f39fe48536dd16e9ade87090734c34.jpg?imwidth=1536,['Rust red'],0,15,"['00', '0', '0.5-1.5', '2-3', '3.5-4.5', '5.5-6', '7-7.5']","Soft sole slippers in soft fabric with a hook and loop tab at the top and soft, fluffy linings.",No heel,"Rust red, Block-coloured, Fox",,
